,sub,cond,x,y,rt
8,n,UV,0,0,2.5893271999993885
9,n,UV,+0.2,1,1.152245799999946
10,n,UV,-0.8,0,0.6983213000021351
11,n,UV,0,0,1.210934399998223
12,n,UV,+0.4,1,0.5731579999992391
13,n,UV,-0.2,0,0.6896550999990723
14,n,UV,+0.2,1,0.8602017999983218
15,n,UV,-0.4,0,0.7226187000014761
16,n,UV,+0.8,1,0.6669918000006874
17,n,UV,+0.4,1,0.7355298000002222
18,n,UV,+0.8,1,0.968011100001604
19,n,UV,-0.4,0,0.6184440999968501
20,n,UV,-0.8,0,0.7369328000022506
21,n,UV,-0.2,0,0.6335089000021981
22,n,UV,+0.8,1,0.4600003000014112
23,n,UV,+0.4,1,0.5306829000001017
24,n,UV,+0.4,1,0.8613246000022627
25,n,UV,0,0,0.6376909999999043
26,n,UV,-0.4,0,0.6343754000008629
27,n,UV,0,0,0.9409707999984676
28,n,UV,+0.2,1,0.8932310999989568
29,n,UV,-0.2,0,0.8594197999991593
30,n,UV,+0.2,0,1.4682943000007072
31,n,UV,-0.2,0,0.7519938000004913
32,n,UV,-0.4,0,0.5324151999993774
33,n,UV,+0.8,1,0.6990226000016264
34,n,UV,-0.8,0,0.5877137999996194
35,n,UV,-0.8,0,0.5601136000004772
36,n,UV,+0.8,1,0.6367404999982682
37,n,UV,0,0,0.7935103000017989
38,n,UV,+0.8,1,0.6358476999994309
39,n,UV,-0.4,0,0.6803227999989758
40,n,UV,+0.4,1,0.5947645000014745
41,n,UV,+0.2,1,0.887596399999893
42,n,UV,0,0,0.6239764999991166
43,n,UV,-0.2,0,0.5243220000011206
44,n,UV,-0.4,0,0.4872572000022046
45,n,UV,-0.8,0,0.4858085999985633
46,n,UV,-0.2,0,0.5582031999983883
47,n,UV,-0.8,0,0.4808325000012701
48,n,UV,+0.2,0,0.5576609000017925
49,n,UV,+0.4,0,0.9864043999987188
50,n,UV,-0.4,0,0.4945924000021478
51,n,UV,+0.8,1,0.6473795999991125
52,n,UV,+0.4,1,0.7358918000027188
53,n,UV,-0.4,0,0.6380950000020675
54,n,UV,-0.2,0,0.6086390999989817
55,n,UV,+0.4,1,1.0833848000002035
56,n,UV,0,0,0.5336231000001135
57,n,UV,-0.8,0,0.4761049000007915
58,n,UV,0,0,0.569055699997989
59,n,UV,+0.2,0,0.6094417000022077
60,n,UV,-0.2,0,0.427951599998778
61,n,UV,+0.2,1,0.9546394999997574
62,n,UV,-0.8,0,0.5990891000001284
63,n,UV,+0.8,1,0.4976509000007354
65,n,UV,0,0,1.354419000002963
66,n,UV,+0.2,0,1.1264827999984846
67,n,UV,-0.8,0,0.7927521999990859
68,n,UV,-0.4,0,0.597418800000014
69,n,UV,-0.2,0,0.8797338999975182
70,n,UV,+0.2,0,2.268135399997845
71,n,UV,+0.4,1,1.0395076999993762
72,n,UV,+0.4,1,1.6279350000004342
73,n,UV,-0.2,0,0.5538974999981292
74,n,UV,+0.8,1,0.5624575000001641
75,n,UV,-0.8,0,0.5169365000001562
76,n,UV,-0.4,1,0.3936498000002757
