trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,start_size,probe,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,5.583591700065881,None,space,0.8448557000374421,5.583591700065881,None,,001,2021_Jun_30_1946,RM_sample6,2021.1.3,99.88972174474675,
