start_size,probe,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fix.started,fix.stopped,polygon.started,polygon.stopped,polygon_2.started,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,17.25635169999441,None,space,1.9831263999803923,17.25635169999441,None,,,,,,,,001,2021_Jul_16_1802,TTC_sample3,2021.1.3,59.912312348496606,
1,0.5,0,0,0,4,,,,,,,19.316487499978393,None,20.31619739998132,None,20.31619739998132,None,,001,2021_Jul_16_1802,TTC_sample3,2021.1.3,59.912312348496606,
10,0.0,0,1,1,10,,,,,,,21.03739749995293,None,22.0326809999533,None,22.0326809999533,None,,001,2021_Jul_16_1802,TTC_sample3,2021.1.3,59.912312348496606,
10,1.0,0,2,2,12,,,,,,,22.781828499981202,None,23.765172799990978,24.515442799951416,23.765172799990978,24.515442799951416,,001,2021_Jul_16_1802,TTC_sample3,2021.1.3,59.912312348496606,
1,1.5,0,3,3,6,,,,,,,24.53187219996471,None,25.515363899990916,26.26520409999648,25.515363899990916,26.26520409999648,,001,2021_Jul_16_1802,TTC_sample3,2021.1.3,59.912312348496606,
