start_size,probe,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fix.started,fix.stopped,polygon.started,polygon.stopped,polygon_2.started,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,5.983904899912886,None,space,3.4192551999585703,5.983904899912886,None,,,,,,,,001,2021_Jun_30_1948,TTC_sample3,2021.1.3,99.93254562302418,
1,-1.0,0,0,0,1,,,,,,,9.439896299969405,None,10.430478599970229,None,10.430478599970229,None,,001,2021_Jun_30_1948,TTC_sample3,2021.1.3,99.93254562302418,
