ori_st,ori_pr,xpos_st,xpos_pr,size,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,wel_pra.started,wel_pra.stopped,resp_wel.keys,resp_wel.rt,resp_wel.started,resp_wel.stopped,standard_pra.started,standard_pra.stopped,prove_pra.started,prove_pra.stopped,fixation.started,fixation.stopped,resp_pra.keys,resp_pra.rt,resp_pra.started,resp_pra.stopped,instr.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,standard.started,standard.stopped,probe.started,probe.stopped,text.started,text.stopped,resp.keys,resp.rt,resp.started,resp.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,17.36660649999976,None,space,113.49012980004773,17.36660649999976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
180,0,-4,4,1.15,0,0,0,14,,,,,,,,,,,,,,,131.90104899997823,None,131.90104899997823,None,131.4007302999962,None,j,1.899366400204599,131.90104899997823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
180,180,-4,4,0.85,0,1,1,8,,,,,,,,,,,,,,,134.80298240017146,None,134.80298240017146,None,134.30264640017413,None,f,0.5175752001814544,134.80298240017146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
0,180,4,-4,0.85,0,2,2,5,,,,,,,,,,,,,,,136.33402199996635,None,136.33402199996635,None,135.83367950003594,None,j,0.42648419993929565,136.33402199996635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
180,180,-4,4,1.15,0,3,3,10,,,,,,,,,,,,,,,137.7650725999847,None,137.7650725999847,None,137.26464920002036,None,j,0.451480699935928,137.7650725999847,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
0,180,-4,4,1.15,0,4,4,6,,,,,,,,,,,,,,,139.22599219996482,None,139.22599219996482,None,138.7257354001049,None,j,0.38251729984767735,139.22599219996482,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
0,0,4,-4,1.15,0,5,5,3,,,,,,,,,,,,,,,140.6169235999696,None,140.6169235999696,None,140.11658180016093,None,f,0.4635894999373704,140.6169235999696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
180,180,-4,4,0.85,0,6,6,9,,,,,,,,,,,,,,,142.0879226999823,None,142.0879226999823,None,141.58760810014792,None,f,0.38465060014277697,142.0879226999823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
180,180,-4,4,1.15,0,7,7,11,,,,,,,,,,,,,,,143.49887240002863,None,143.49887240002863,None,142.99853450013325,None,j,0.36573030008003116,143.49887240002863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
0,180,-4,4,0.85,0,8,8,4,,,,,,,,,,,,,,,144.88981960015371,None,144.88981960015371,None,144.3894828001503,None,f,0.5267453000415117,144.88981960015371,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
0,0,4,-4,0.85,0,9,9,1,,,,,,,,,,,,,,,146.44094590004534,None,146.44094590004534,None,145.94062720006332,None,j,0.3995636999607086,146.44094590004534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
180,0,-4,4,1.15,0,10,10,15,,,,,,,,,,,,,,,147.85182420001365,None,147.85182420001365,None,147.35148940002546,None,j,0.47658710018731654,147.85182420001365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
0,180,4,-4,1.15,0,11,11,7,,,,,,,,,,,,,,,149.3328323001042,None,149.3328323001042,None,148.8324913000688,None,f,0.49952780012972653,149.3328323001042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
0,0,-4,4,0.85,0,12,12,0,,,,,,,,,,,,,,,150.84385289996862,None,150.84385289996862,None,150.343513000058,None,f,0.38050319999456406,150.84385289996862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
180,0,-4,4,0.85,0,13,13,13,,,,,,,,,,,,,,,152.22488400014117,None,152.22488400014117,None,151.72445169999264,None,f,0.4075885000638664,152.22488400014117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
180,0,-4,4,0.85,0,14,14,12,,,,,,,,,,,,,,,153.6458346999716,None,153.6458346999716,None,153.1454086001031,None,f,0.42660510004498065,153.6458346999716,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,001,2021_Jul_05_1102,toilet,2021.1.3,99.92325895767131,
