ori_st,ori_pr,xpos_st,xpos_pr,size,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,wel_pra.started,wel_pra.stopped,resp_wel.keys,resp_wel.rt,resp_wel.started,resp_wel.stopped,standard_pra.started,standard_pra.stopped,prove_pra.started,prove_pra.stopped,fixation.started,fixation.stopped,resp_pra.keys,resp_pra.rt,resp_pra.started,resp_pra.stopped,instr.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,standard.started,standard.stopped,probe.started,probe.stopped,text.started,text.stopped,resp.keys,resp.rt,resp.started,resp.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
180,180,-4,4,0.94,,,,,0,0,0,0,0,22,22,29,,,,,,,,,,,,,,,,,,,,,,,371.1107512000017,None,371.1107512000017,None,370.6104220999987,None,f,0.49499949999153614,371.1107512000017,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,180,4,-4,0.97,,,,,0,0,0,0,0,23,23,37,,,,,,,,,,,,,,,,,,,,,,,372.61176759999944,None,372.61176759999944,None,372.11142710002605,None,j,0.5300210999848787,372.61176759999944,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,0,4,-4,1.06,,,,,0,0,0,0,0,24,24,54,,,,,,,,,,,,,,,,,,,,,,,374.1528103000019,None,374.1528103000019,None,373.6524716000131,None,f,0.6369703999953344,374.1528103000019,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,180,4,-4,1.15,,,,,0,0,0,0,0,25,25,27,,,,,,,,,,,,,,,,,,,,,,,375.7940107000177,None,375.7940107000177,None,375.2935855000105,None,f,0.5318027000175789,375.7940107000177,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,0,-4,4,1.06,,,,,0,0,0,0,0,26,26,47,,,,,,,,,,,,,,,,,,,,,,,377.3350495000195,None,377.3350495000195,None,376.8347205000173,None,j,0.7027554000087548,377.3350495000195,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,180,4,-4,1.06,,,,,0,0,0,0,0,27,27,26,,,,,,,,,,,,,,,,,,,,,,,379.04613030000473,None,379.04613030000473,None,378.54579180001747,None,f,0.49562949998653494,379.04613030000473,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,0,4,-4,1.0,,,,,0,0,0,0,0,28,28,52,,,,,,,,,,,,,,,,,,,,,,,380.54714810001315,None,380.54714810001315,None,380.04680740000913,None,f,1.1227227000053972,380.54714810001315,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,180,4,-4,0.94,,,,,0,0,0,0,0,29,29,36,,,,,,,,,,,,,,,,,,,,,,,382.6886016000062,None,382.6886016000062,None,382.18826960001024,None,j,0.6292292999860365,382.6886016000062,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,0,-4,4,1.15,,,,,0,0,0,0,0,30,30,48,,,,,,,,,,,,,,,,,,,,,,,384.319722300017,None,384.319722300017,None,383.8194610000064,None,j,0.5500688999891281,384.319722300017,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,0,4,-4,1.15,,,,,0,0,0,0,0,31,31,55,,,,,,,,,,,,,,,,,,,,,,,385.8807686000073,None,385.8807686000073,None,385.380464100017,None,f,0.47697899999911897,385.8807686000073,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,180,-4,4,1.15,,,,,0,0,0,0,0,32,32,34,,,,,,,,,,,,,,,,,,,,,,,387.36177150000003,None,387.36177150000003,None,386.8614283000061,None,j,0.500001299980795,387.36177150000003,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,0,-4,4,0.85,,,,,0,0,0,0,0,33,33,42,,,,,,,,,,,,,,,,,,,,,,,388.86279340001056,None,388.86279340001056,None,388.36245159999817,None,f,0.4710100000083912,388.86279340001056,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,180,-4,4,1.06,,,,,0,0,0,0,0,34,34,33,,,,,,,,,,,,,,,,,,,,,,,390.3437984000193,None,390.3437984000193,None,389.84345700000995,None,j,0.526093899999978,390.3437984000193,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,180,4,-4,0.85,,,,,0,0,0,0,0,35,35,21,,,,,,,,,,,,,,,,,,,,,,,391.88494190000347,None,391.88494190000347,None,391.384577800025,None,j,0.4888892000017222,391.88494190000347,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,0,-4,4,1.03,,,,,0,0,0,0,0,36,36,4,,,,,,,,,,,,,,,,,,,,,,,393.38586249999935,None,393.38586249999935,None,392.8855103000242,None,j,1.7078437999880407,393.38586249999935,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,0,-4,4,1.0,,,,,0,0,0,0,0,37,37,45,,,,,,,,,,,,,,,,,,,,,,,396.10773410002,None,396.10773410002,None,395.6073643999989,None,j,1.5300684999965597,396.10773410002,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,0,4,-4,0.94,,,,,0,0,0,0,0,38,38,8,,,,,,,,,,,,,,,,,,,,,,,398.64950520001,None,398.64950520001,None,398.14908450000803,None,j,1.7244014000170864,398.64950520001,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,0,4,-4,0.94,,,,,0,0,0,0,0,39,39,50,,,,,,,,,,,,,,,,,,,,,,,401.3812788000214,None,401.3812788000214,None,400.88094020000426,None,j,0.5924652999965474,401.3812788000214,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,0,4,-4,1.06,,,,,0,0,0,0,0,40,40,12,,,,,,,,,,,,,,,,,,,,,,,402.98236970001017,None,402.98236970001017,None,402.48202870000387,None,f,1.199467900005402,402.98236970001017,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,0,-4,4,0.94,,,,,0,0,0,0,0,41,41,1,,,,,,,,,,,,,,,,,,,,,,,405.19389870000305,None,405.19389870000305,None,404.69353129999945,None,f,1.004022300010547,405.19389870000305,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,0,4,-4,0.97,,,,,0,0,0,0,0,42,42,51,,,,,,,,,,,,,,,,,,,,,,,407.215331000014,None,407.215331000014,None,406.7149059000076,None,j,0.5664287999970838,407.215331000014,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,180,-4,4,1.0,,,,,0,0,0,0,0,43,43,31,,,,,,,,,,,,,,,,,,,,,,,408.78630560002057,None,408.78630560002057,None,408.2859710000048,None,f,1.0596227000060026,408.78630560002057,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,0,4,-4,1.0,,,,,0,0,0,0,0,44,44,10,,,,,,,,,,,,,,,,,,,,,,,410.8577062000113,None,410.8577062000113,None,410.3573660000111,None,j,1.6122171000170056,410.8577062000113,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,180,4,-4,0.85,,,,,0,0,0,0,0,45,45,35,,,,,,,,,,,,,,,,,,,,,,,413.47958330000984,None,413.47958330000984,None,412.9791488000192,None,j,0.574276600003941,413.47958330000984,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,0,4,-4,0.85,,,,,0,0,0,0,0,46,46,49,,,,,,,,,,,,,,,,,,,,,,,415.06053850002354,None,415.06053850002354,None,414.5603143000044,None,j,0.41721549999783747,415.06053850002354,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,180,-4,4,0.85,,,,,0,0,0,0,0,47,47,14,,,,,,,,,,,,,,,,,,,,,,,416.48152160001337,None,416.48152160001337,None,415.98118500001146,None,f,0.48432630000752397,416.48152160001337,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,180,-4,4,0.97,,,,,0,0,0,0,0,48,48,16,,,,,,,,,,,,,,,,,,,,,,,417.9825386000157,None,417.9825386000157,None,417.4822053000098,None,f,0.615368300001137,417.9825386000157,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,0,-4,4,0.85,,,,,0,0,0,0,0,49,49,0,,,,,,,,,,,,,,,,,,,,,,,419.61364670001785,None,419.61364670001785,None,419.11330860000453,None,f,0.48808770001051016,419.61364670001785,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,180,-4,4,1.15,,,,,0,0,0,0,0,50,50,20,,,,,,,,,,,,,,,,,,,,,,,421.1047324000101,None,421.1047324000101,None,420.6044015000225,None,j,0.4689986999728717,421.1047324000101,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,0,4,-4,1.03,,,,,0,0,0,0,0,51,51,53,,,,,,,,,,,,,,,,,,,,,,,422.57566230001976,None,422.57566230001976,None,422.07534900002065,None,f,0.4380816000048071,422.57566230001976,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,180,-4,4,1.03,,,,,0,0,0,0,0,52,52,18,,,,,,,,,,,,,,,,,,,,,,,424.0166363000171,None,424.0166363000171,None,423.5162928000209,None,f,1.2851262000040151,424.0166363000171,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,180,4,-4,0.94,,,,,0,0,0,0,0,53,53,22,,,,,,,,,,,,,,,,,,,,,,,426.3081862000108,None,426.3081862000108,None,425.8078470000182,None,j,0.6096351000014693,426.3081862000108,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
180,0,-4,4,0.94,,,,,0,0,0,0,0,54,54,43,,,,,,,,,,,,,,,,,,,,,,,427.92928820001543,None,427.92928820001543,None,427.4290467000101,None,f,0.7004240000096615,427.92928820001543,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
0,0,4,-4,1.03,,,,,0,0,0,0,0,55,55,11,,,,,,,,,,,,,,,,,,,,,,,429.63044680000166,None,429.63044680000166,None,429.13018730000476,None,f,1.0952701999922283,429.63044680000166,None,,,,,,,p,001,2021_Jul_08_1534,toilet,2021.1.3,99.88872398050411,
