ori_st,ori_pr,xpos_st,xpos_pr,size,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,wel_pra.started,wel_pra.stopped,resp_wel.keys,resp_wel.rt,resp_wel.started,resp_wel.stopped,standard_pra.started,standard_pra.stopped,prove_pra.started,prove_pra.stopped,fixation.started,fixation.stopped,resp_pra.keys,resp_pra.rt,resp_pra.started,resp_pra.stopped,instr.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,standard.started,standard.stopped,probe.started,probe.stopped,text.started,text.stopped,resp.keys,resp.rt,resp.started,resp.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,43.764877300010994,None,space,152.30742130003637,43.764877300010994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
0,180,4,-4,0.85,0,0,0,5,,,,,,,,,,,,,,,197.23393590003252,None,197.23393590003252,None,196.66336080001201,None,j,8.07031849998748,197.23393590003252,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
0,180,-4,4,1.15,0,1,1,6,,,,,,,,,,,,,,,206.3399317000294,None,206.3399317000294,None,205.8395898999879,None,j,1.316435899992939,206.3399317000294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
0,0,4,-4,1.15,0,2,2,3,,,,,,,,,,,,,,,208.67154429998482,None,208.67154429998482,None,208.1711699999869,None,f,1.2406234999652952,208.67154429998482,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
0,180,-4,4,0.85,0,3,3,4,,,,,,,,,,,,,,,210.91303230001358,None,210.91303230001358,None,210.4126949000056,None,f,0.9991016999701969,210.91303230001358,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,180,-4,4,0.85,0,4,4,8,,,,,,,,,,,,,,,212.91439260001061,None,212.91439260001061,None,212.41404990002047,None,f,0.8698103000060655,212.91439260001061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
0,0,-4,4,0.85,0,5,5,0,,,,,,,,,,,,,,,214.7857415000326,None,214.7857415000326,None,214.28541050001513,None,f,0.8065023000235669,214.7857415000326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,180,-4,4,0.85,0,6,6,9,,,,,,,,,,,,,,,216.60690120002255,None,216.60690120002255,None,216.10664220002946,None,f,0.7772141000023112,216.60690120002255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,0,-4,4,0.85,0,7,7,13,,,,,,,,,,,,,,,218.3881072999793,None,218.3881072999793,None,217.8877649999922,None,f,2.1800967999733984,218.3881072999793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,180,-4,4,1.15,0,8,8,10,,,,,,,,,,,,,,,221.5802788999863,None,221.5802788999863,None,221.07993340003304,None,j,0.9879586999886669,221.5802788999863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,180,-4,4,1.15,0,9,9,11,,,,,,,,,,,,,,,223.5816627999884,None,223.5816627999884,None,223.0812891999958,None,j,1.0345376000041142,223.5816627999884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
0,180,4,-4,1.15,0,10,10,7,,,,,,,,,,,,,,,225.62300949997734,None,225.62300949997734,None,225.12266619998263,None,f,0.8173896999796852,225.62300949997734,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
0,0,4,-4,0.85,0,11,11,1,,,,,,,,,,,,,,,227.4542510000174,None,227.4542510000174,None,226.9539114999934,None,j,0.938006000011228,227.4542510000174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,0,-4,4,0.85,0,12,12,12,,,,,,,,,,,,,,,229.40566879999824,None,229.40566879999824,None,228.90523420000682,None,f,0.8905857999925502,229.40566879999824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
0,0,-4,4,1.15,0,13,13,2,,,,,,,,,,,,,,,231.30686660000356,None,231.30686660000356,None,230.80660419998458,None,j,0.7493807999999262,231.30686660000356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,0,-4,4,1.15,0,14,14,15,,,,,,,,,,,,,,,233.05805230000988,None,233.05805230000988,None,232.55771189997904,None,j,0.8062232999945991,233.05805230000988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,0,-4,4,1.15,0,15,15,14,,,,,,,,,,,,,,,234.87932419998106,None,234.87932419998106,None,234.37895089999074,None,j,0.7767971000284888,234.87932419998106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
0,0,4,-4,0.85,,,,,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,235.6698373000254,None,space,103.7784604000044,235.6698373000254,None,340.4710224000155,None,340.4710224000155,None,339.9705913999933,None,j,0.8811554999556392,340.4710224000155,None,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
0,0,4,-4,1.0,,,,,0,0,0,0,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,342.36221880000085,None,342.36221880000085,None,341.86187650001375,None,f,0.8138130999868736,342.36221880000085,None,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,180,4,-4,1.15,,,,,0,0,0,0,0,2,2,41,,,,,,,,,,,,,,,,,,,,,,,344.18345339997904,None,344.18345339997904,None,343.68310570000904,None,f,0.672694299952127,344.18345339997904,None,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
0,0,-4,4,1.0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,345.8745942999958,None,345.8745942999958,None,345.3742560999817,None,f,0.7096134999883361,345.8745942999958,None,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,0,-4,4,1.06,,,,,0,0,0,0,0,4,4,47,,,,,,,,,,,,,,,,,,,,,,,347.59576090000337,None,347.59576090000337,None,347.09551830001874,None,j,1.2443607000168413,347.59576090000337,None,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,0,4,-4,1.03,,,,,0,0,0,0,0,5,5,53,,,,,,,,,,,,,,,,,,,,,,,349.8472906000097,None,349.8472906000097,None,349.34695059998194,None,f,0.7207685000030324,349.8472906000097,None,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,180,-4,4,1.0,,,,,0,0,0,0,0,6,6,31,,,,,,,,,,,,,,,,,,,,,,,351.56846270000096,None,351.56846270000096,None,351.068123199977,None,f,0.9996918000397272,351.56846270000096,None,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,0,-4,4,1.03,,,,,0,0,0,0,0,7,7,46,,,,,,,,,,,,,,,,,,,,,,,353.57982320000883,None,353.57982320000883,None,353.0794799000141,None,j,1.1483968999818899,353.57982320000883,None,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,180,4,-4,1.03,,,,,0,0,0,0,0,8,8,39,,,,,,,,,,,,,,,,,,,,,,,355.7413725000224,None,355.7413725000224,None,355.24103350000223,None,f,0.682753800007049,355.7413725000224,None,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
0,0,4,-4,1.03,,,,,0,0,0,0,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,357.43243530002655,None,357.43243530002655,None,356.9320983000216,None,f,0.7197723999852315,357.43243530002655,None,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,180,-4,4,1.03,,,,,0,0,0,0,0,10,10,32,,,,,,,,,,,,,,,,,,,,,,,359.1536049999995,None,359.1536049999995,None,358.65326420002384,None,j,1.606633100018371,359.1536049999995,None,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
180,0,4,-4,0.97,,,,,0,0,0,0,0,11,11,51,,,,,,,,,,,,,,,,,,,,,,,361.7753838999779,None,361.7753838999779,None,361.2751355000073,None,f,1.7367039999808185,361.7753838999779,None,,,,,,,,,,,,,q,001,2021_Jul_10_1447,toilet,2021.1.3,99.91706880626961,
