,sub,cond,x,y,rt
17,c,IU,1.15,1.0,0.6517012999393046
18,c,UI,1.0,0.0,0.3766373000107705
19,c,II,1.15,1.0,0.5797109000850469
20,c,UU,1.03,1.0,0.6627199000213295
21,c,IU,0.97,0.0,0.9494725000113248
22,c,IU,1.15,1.0,0.502281800028868
23,c,UU,1.0,1.0,5.455378599930555
24,c,UI,0.94,0.0,1.2787170000374315
25,c,UU,1.06,1.0,0.5493391000200063
26,c,II,0.94,0.0,0.684301899978891
27,c,UI,0.85,0.0,0.5609047000762075
28,c,IU,0.97,0.0,0.8720417999429628
29,c,II,0.97,0.0,1.5986901000142095
30,c,UU,1.15,1.0,0.5173547000158578
31,c,UI,1.15,1.0,0.5799499000422657
32,c,UI,1.15,1.0,0.7167743999743834
33,c,UI,1.06,1.0,1.667783600045368
34,c,UI,1.0,1.0,0.99190040002577
35,c,UI,0.97,0.0,2.020345500088297
36,c,UI,0.85,0.0,0.7425715000135824
37,c,II,0.85,0.0,0.5654470000881702
38,c,IU,1.0,0.0,2.862317700055428
39,c,II,1.06,1.0,0.583604000043124
40,c,UU,1.15,1.0,0.5724746999330819
41,c,II,1.03,1.0,0.6613571000052616
42,c,UU,0.97,0.0,0.9680706000654028
43,c,IU,0.85,0.0,0.5968254000181332
44,c,UI,0.97,0.0,0.7397773000411689
45,c,UU,1.03,1.0,0.7486342000775039
46,c,UI,0.94,0.0,1.493496499955654
47,c,IU,1.06,0.0,1.4880680999485776
48,c,II,0.85,0.0,0.6561278000008315
49,c,UU,1.06,1.0,0.6968228999758139
50,c,II,1.0,0.0,1.251681699999608
51,c,II,0.94,0.0,0.5203127999557182
52,c,UU,1.0,1.0,2.189160000067204
53,c,IU,0.94,0.0,0.6988806000445038
54,c,UU,0.85,0.0,0.4697873999830335
55,c,UU,0.97,0.0,0.6950077000074089
56,c,UU,0.85,0.0,0.621588799986057
57,c,UI,1.03,0.0,1.2244592999340966
58,c,IU,1.03,1.0,1.063050299999304
59,c,UI,1.06,1.0,1.503635200089775
60,c,UU,0.94,0.0,1.1520151000004262
61,c,UU,0.94,0.0,0.6544817000394687
62,c,IU,1.0,1.0,2.8812905999366194
63,c,II,1.03,1.0,1.9905853999080136
64,c,II,1.15,1.0,0.502663999912329
65,c,II,1.0,1.0,1.1356840999796989
66,c,II,0.97,0.0,1.224332100013271
67,c,IU,1.03,1.0,0.6566252000629902
68,c,UI,1.03,1.0,0.6755357999354601
69,c,IU,0.94,0.0,1.122458100086078
70,c,IU,0.85,0.0,0.8089158999500796
71,c,II,1.06,1.0,1.2696688999421897
72,c,IU,1.06,1.0,0.7263819000218064
73,c,II,1.03,1.0,3.855049400008284
74,c,UI,1.0,1.0,1.5037742999847978
75,c,II,0.97,0.0,0.796115499921143
76,c,II,1.15,1.0,0.5686289999866858
77,c,UU,1.15,1.0,0.6936790999025106
78,c,IU,1.15,1.0,0.4965271999826655
79,c,II,0.94,0.0,0.6915706000290811
80,c,UI,1.15,1.0,0.4784441000083461
81,c,UU,1.06,1.0,0.4433676999760791
82,c,II,1.15,1.0,0.496365400031209
83,c,IU,0.94,0.0,0.9476962999906392
84,c,UI,1.0,0.0,3.1360458000563085
85,c,UU,0.94,0.0,0.6313912000041455
86,c,UU,1.0,0.0,1.2082257999572903
87,c,UI,1.06,1.0,0.5067751000169665
88,c,UI,0.94,0.0,1.5134919999400154
89,c,IU,1.06,1.0,2.512059199973009
90,c,II,1.03,1.0,1.911569599993527
91,c,UU,0.94,0.0,0.5194460999919102
92,c,II,1.0,1.0,10.518573999986984
93,c,II,0.97,0.0,0.6386275000404567
94,c,IU,1.0,1.0,5.4675399999832734
95,c,UU,1.06,1.0,0.769113100017421
96,c,UU,0.97,0.0,1.174131500069052
97,c,IU,1.03,1.0,1.9527700999751687
98,c,IU,1.06,1.0,0.5964454000350088
99,c,UI,1.03,1.0,1.1073269000044093
100,c,IU,0.85,0.0,0.5160340999718755
101,c,II,1.06,1.0,0.8250194999855012
102,c,II,1.0,1.0,1.127580500091426
103,c,IU,0.97,0.0,1.492221099906601
104,c,IU,0.85,0.0,0.4246583000058308
105,c,IU,0.97,0.0,0.5194725999608636
106,c,UI,1.06,1.0,0.4223832000279799
107,c,II,1.06,1.0,0.6455228000413626
108,c,UU,1.15,1.0,0.5463887000223622
109,c,UI,0.85,0.0,1.027699499973096
110,c,IU,1.0,0.0,3.4021104999119416
