"","sub","cond","pse","diff"
"1","f","UU",1,4.44089209850063e-16
"2","f","UI",0.999027358766641,-0.000972641233359051
"3","f","IU",1.00601054774621,0.00601054774621113
"4","f","II",0.999060349011475,-0.000939650988524887
