"","sub","cond","pse","diff"
"1","b","UU",1,-2.22044604925031e-16
"2","b","UI",0.998072045939548,-0.00192795406045165
"3","b","IU",1,4.44089209850063e-16
"4","b","II",1.00094308390689,0.000943083906888909
