ori_st,ori_pr,xpos_st,xpos_pr,size,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,wel_pra.started,wel_pra.stopped,resp_wel.keys,resp_wel.rt,resp_wel.started,resp_wel.stopped,standard_pra.started,standard_pra.stopped,prove_pra.started,prove_pra.stopped,fixation.started,fixation.stopped,resp_pra.keys,resp_pra.rt,resp_pra.started,resp_pra.stopped,instr.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,standard.started,standard.stopped,probe.started,probe.stopped,text.started,text.stopped,resp.keys,resp.rt,resp.started,resp.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,10.150167600018904,None,space,162.3220998001052,10.150167600018904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
180,0,-4,4,1.15,0,0,0,15,,,,,,,,,,,,,,,173.50868050009012,None,173.50868050009012,None,173.00837920000777,None,j,82.40335959999356,173.50868050009012,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
0,180,4,-4,0.85,0,1,1,5,,,,,,,,,,,,,,,256.91527090000454,None,256.91527090000454,None,256.4148490000516,None,j,1.0449077000375837,256.91527090000454,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
0,180,4,-4,1.15,0,2,2,7,,,,,,,,,,,,,,,258.97659680002835,None,258.97659680002835,None,258.47625040006824,None,f,0.5994740999303758,258.97659680002835,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
0,180,-4,4,1.15,0,3,3,6,,,,,,,,,,,,,,,260.57767160004005,None,260.57767160004005,None,260.07733340002596,None,j,0.5503980999346823,260.57767160004005,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
180,180,-4,4,0.85,0,4,4,9,,,,,,,,,,,,,,,262.1287226000568,None,262.1287226000568,None,261.6283841000404,None,f,0.5352798999520019,262.1287226000568,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
180,180,-4,4,1.15,0,5,5,11,,,,,,,,,,,,,,,263.6697615000885,None,263.6697615000885,None,263.1694244000828,None,j,0.898332400014624,263.6697615000885,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
180,0,-4,4,1.15,0,6,6,14,,,,,,,,,,,,,,,265.5810602999991,None,265.5810602999991,None,265.08080970006995,None,j,0.9230102000292391,265.5810602999991,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
180,180,-4,4,0.85,0,7,7,8,,,,,,,,,,,,,,,267.51236749999225,None,267.51236749999225,None,267.0120285000885,None,f,0.5116614999715239,267.51236749999225,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
0,0,-4,4,0.85,0,8,8,0,,,,,,,,,,,,,,,269.0234031000873,None,269.0234031000873,None,268.52305400010664,None,f,0.6168264000443742,269.0234031000873,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
0,0,-4,4,1.15,0,9,9,2,,,,,,,,,,,,,,,270.6545044000959,None,270.6545044000959,None,270.1541553999996,None,j,0.505632899934426,270.6545044000959,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
180,0,-4,4,0.85,0,10,10,12,,,,,,,,,,,,,,,272.185536300065,None,272.185536300065,None,271.68529240007047,None,f,0.9425352000398561,272.185536300065,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
0,180,-4,4,0.85,0,11,11,4,,,,,,,,,,,,,,,274.14686020009685,None,274.14686020009685,None,273.64755230001174,None,f,1.2531394000397995,274.14686020009685,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
0,0,4,-4,1.15,0,12,12,3,,,,,,,,,,,,,,,276.4083886001026,None,276.4083886001026,None,275.90805040008854,None,f,0.6076883999630809,276.4083886001026,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
180,180,-4,4,1.15,0,13,13,10,,,,,,,,,,,,,,,278.0194860000629,None,278.0194860000629,None,277.51915160007775,None,j,0.4527101001003757,278.0194860000629,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
180,0,-4,4,0.85,0,14,14,13,,,,,,,,,,,,,,,279.50059320009314,None,279.50059320009314,None,279.00014550006017,None,f,0.635428800014779,279.50059320009314,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
0,0,4,-4,0.85,0,15,15,1,,,,,,,,,,,,,,,281.1516066000331,None,281.1516066000331,None,280.6512806999963,None,j,0.6645227000117302,281.1516066000331,None,,,,,,,,,,,,,,,,,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
180,180,-4,4,1.0,,,,,0,0,0,0,0,0,0,31,,,,,,,,,,,,,,,,,281.83206430007704,None,space,67.16788090008777,281.83206430007704,None,350.0285818000557,None,350.0285818000557,None,349.5279217000352,None,f,6.57172070001252,350.0285818000557,None,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
180,0,-4,4,0.97,,,,,0,0,0,0,0,1,1,44,,,,,,,,,,,,,,,,,,,,,,,357.6234037000686,None,357.6234037000686,None,357.1230645000469,None,f,5.744499400025234,357.6234037000686,None,,,,,,,b,001,2021_Jun_30_1810,toilet,2021.1.3,99.89830358991625,
