ori_st,ori_pr,xpos_st,xpos_pr,size,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,wel_pra.started,wel_pra.stopped,resp_wel.keys,resp_wel.rt,resp_wel.started,resp_wel.stopped,standard_pra.started,standard_pra.stopped,prove_pra.started,prove_pra.stopped,fixation.started,fixation.stopped,resp_pra.keys,resp_pra.rt,resp_pra.started,resp_pra.stopped,instr.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,standard.started,standard.stopped,probe.started,probe.stopped,text.started,text.stopped,resp.keys,resp.rt,resp.started,resp.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,13.186752600013278,None,space,162.77843789999315,13.186752600013278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,180,-4,4,0.85,0,0,0,8,,,,,,,,,,,,,,,176.98764810001012,None,176.98764810001012,None,176.4873130000051,None,f,4.449499200010905,176.98764810001012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
0,180,4,-4,1.15,0,1,1,7,,,,,,,,,,,,,,,182.44135560000723,None,182.44135560000723,None,181.94101750000846,None,f,1.4118305999872973,182.44135560000723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
0,0,-4,4,1.15,0,2,2,2,,,,,,,,,,,,,,,184.8630062000011,None,184.8630062000011,None,184.3626576000097,None,j,13.358206300006714,184.8630062000011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
0,180,-4,4,0.85,0,3,3,4,,,,,,,,,,,,,,,199.23275410001224,None,199.23275410001224,None,198.7324113000068,None,f,0.8284876999969129,199.23275410001224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
0,180,-4,4,1.15,0,4,4,6,,,,,,,,,,,,,,,201.0739969999995,None,201.0739969999995,None,200.5737572000071,None,j,0.5872050000034506,201.0739969999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,180,-4,4,1.15,0,5,5,10,,,,,,,,,,,,,,,202.6750877000013,None,202.6750877000013,None,202.17475980000745,None,j,0.5060666000063065,202.6750877000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,0,-4,4,0.85,0,6,6,13,,,,,,,,,,,,,,,204.18610360000457,None,204.18610360000457,None,203.68578040000284,None,f,0.6432327999937115,204.18610360000457,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,180,-4,4,0.85,0,7,7,9,,,,,,,,,,,,,,,205.8372359000059,None,205.8372359000059,None,205.33689690000028,None,f,0.5599802999931853,205.8372359000059,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,0,-4,4,1.15,0,8,8,15,,,,,,,,,,,,,,,207.408313500011,None,207.408313500011,None,206.9079694000102,None,j,0.5730345000047237,207.408313500011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
0,180,4,-4,0.85,0,9,9,5,,,,,,,,,,,,,,,208.9994638000062,None,208.9994638000062,None,208.49908150000556,None,j,0.5018509999936214,208.9994638000062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
0,0,4,-4,1.15,0,10,10,3,,,,,,,,,,,,,,,210.51041149999946,None,210.51041149999946,None,210.01007010000467,None,f,0.9747390999982599,210.51041149999946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,0,-4,4,1.15,0,11,11,14,,,,,,,,,,,,,,,212.4917545000062,None,212.4917545000062,None,211.99141590000363,None,j,0.5294694000040181,212.4917545000062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,180,-4,4,1.15,0,12,12,11,,,,,,,,,,,,,,,214.03280030000315,None,214.03280030000315,None,213.53246250000666,None,j,0.5244793000019854,214.03280030000315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,0,-4,4,0.85,0,13,13,12,,,,,,,,,,,,,,,215.58393840001372,None,215.58393840001372,None,215.08351790001325,None,f,0.4453925999987405,215.58393840001372,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
0,0,4,-4,0.85,0,14,14,1,,,,,,,,,,,,,,,217.04488169999968,None,217.04488169999968,None,216.54450840000936,None,j,0.39239150000503287,217.04488169999968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
0,0,-4,4,0.85,0,15,15,0,,,,,,,,,,,,,,,218.445804700008,None,218.445804700008,None,217.9454587000073,None,f,0.4953195999987656,218.445804700008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,180,4,-4,1.15,,,,,0,0,0,0,0,0,0,41,,,,,,,,,,,,,,,,,218.95614970001043,None,space,76.33745270001236,218.95614970001043,None,296.3187553000025,None,296.3187553000025,None,295.81831780000357,None,f,0.6544219000061275,296.3187553000025,None,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,180,4,-4,0.85,,,,,0,0,0,0,0,1,1,35,,,,,,,,,,,,,,,,,,,,,,,297.98980049999955,None,297.98980049999955,None,297.4895350000006,None,j,0.439413300002343,297.98980049999955,None,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
0,0,-4,4,1.15,,,,,0,0,0,0,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,299.43079790000047,None,299.43079790000047,None,298.9304364000127,None,j,0.40642480000678916,299.43079790000047,None,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
0,180,-4,4,1.0,,,,,0,0,0,0,0,3,3,17,,,,,,,,,,,,,,,,,,,,,,,300.8417267000041,None,300.8417267000041,None,300.34138630000234,None,j,0.46753609999723267,300.8417267000041,None,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,0,-4,4,0.85,,,,,0,0,0,0,0,4,4,42,,,,,,,,,,,,,,,,,,,,,,,302.3327436000109,None,302.3327436000109,None,301.8324006000039,None,f,0.5283480000070995,302.3327436000109,None,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,180,-4,4,1.06,,,,,0,0,0,0,0,5,5,33,,,,,,,,,,,,,,,,,,,,,,,303.8638520000095,None,303.8638520000095,None,303.3634444000054,None,j,0.4533750999980839,303.8638520000095,None,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,180,-4,4,1.15,,,,,0,0,0,0,0,6,6,34,,,,,,,,,,,,,,,,,,,,,,,305.33479850000003,None,305.33479850000003,None,304.83453660001396,None,j,0.3904674000077648,305.33479850000003,None,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
0,180,-4,4,0.94,,,,,0,0,0,0,0,7,7,15,,,,,,,,,,,,,,,,,,,,,,,306.7257326000108,None,306.7257326000108,None,306.22538930000155,None,f,0.5033878000103869,306.7257326000108,None,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
0,180,4,-4,1.03,,,,,0,0,0,0,0,8,8,25,,,,,,,,,,,,,,,,,,,,,,,308.2367488000018,None,308.2367488000018,None,307.7364222000033,None,j,0.5766113999998197,308.2367488000018,None,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
180,180,-4,4,0.97,,,,,0,0,0,0,0,9,9,30,,,,,,,,,,,,,,,,,,,,,,,309.8278309000016,None,309.8278309000016,None,309.327489400006,None,f,0.7133204999990994,309.8278309000016,None,,,,,,,,,,,,,n,001,2021_Jul_07_1437,toilet,2021.1.3,99.89451140095132,
