"","sub","cond","pse","diff"
"1","g","UU",1.00104170707625,0.00104170707625362
"2","g","UI",1.02435692609243,0.024356926092425
"3","g","IU",0.96492435170287,-0.0350756482971299
"4","g","II",1.00204354749108,0.00204354749108404
