"","sub","cond","pse","diff"
"1","l","UU",1.00992577538171,0.00992577538171391
"2","l","UI",0.989152593229847,-0.0108474067701534
"3","l","IU",1.00604577528661,0.00604577528660655
"4","l","II",1,2.22044604925031e-15
