"","sub","cond","pse","diff"
"1","h","UU",0.998951414587251,-0.00104858541274944
"2","h","UI",0.991989825051276,-0.00801017494872436
"3","h","IU",1.00895613652527,0.00895613652527416
"4","h","II",0.998958292923747,-0.00104170707625317
