"","sub","cond","pse","diff"
"1","t","UU",1.00488048675246,0.00488048675246189
"2","t","UI",0.979513064500043,-0.0204869354999572
"3","t","IU",1.02009461143305,0.0200946114330498
"4","t","II",0.997039691435715,-0.00296030856428453
